               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 475,            0.025453,             0.02006,           0.0010359,             0.95718,             0.91952,             0.98617,             0.81841,            0.016857,           0.0088339,          0.00041777,           0.0006148,           0.0006148,           0.0006148
                 476,            0.026404,            0.018525,            0.001683,             0.95932,             0.91624,             0.98632,             0.81877,            0.016814,           0.0088396,          0.00041473,            0.000595,            0.000595,            0.000595
                 477,            0.026756,            0.016378,           0.0013387,             0.96443,             0.90869,             0.98624,             0.82444,            0.016584,           0.0088062,          0.00041192,           0.0005752,           0.0005752,           0.0005752
                 478,            0.026202,            0.021711,           0.0041298,             0.89966,             0.97276,             0.98625,             0.82138,            0.016623,           0.0087993,          0.00040816,           0.0005554,           0.0005554,           0.0005554
                 479,            0.020573,            0.012263,           0.0016745,             0.90043,             0.97072,             0.98635,             0.82918,            0.016662,           0.0087957,          0.00040545,           0.0005356,           0.0005356,           0.0005356
                 480,            0.023649,            0.016474,          0.00093482,             0.90337,             0.97006,             0.98621,             0.81971,            0.016795,           0.0087984,           0.0004018,           0.0005158,           0.0005158,           0.0005158
                 481,            0.023077,            0.016028,          0.00084595,             0.90905,             0.96802,             0.98619,              0.8258,            0.016768,           0.0087695,          0.00039663,            0.000496,            0.000496,            0.000496
                 482,            0.022128,            0.014431,          0.00090981,             0.91309,             0.96969,             0.98624,             0.82996,            0.016688,           0.0087488,          0.00039254,           0.0004762,           0.0004762,           0.0004762
                 483,            0.024564,             0.01472,          0.00087696,             0.91656,             0.97089,             0.98611,             0.82343,            0.016711,           0.0087361,          0.00038852,           0.0004564,           0.0004564,           0.0004564
                 484,            0.023846,            0.023621,          0.00099019,             0.90673,             0.97301,             0.98596,             0.81915,             0.01664,           0.0087221,          0.00038418,           0.0004366,           0.0004366,           0.0004366
                 485,            0.024136,             0.01607,           0.0010283,             0.91205,             0.96818,             0.98585,             0.82567,            0.016504,           0.0087109,          0.00037953,           0.0004168,           0.0004168,           0.0004168
                 486,            0.024478,             0.01875,           0.0053358,             0.91149,             0.96761,             0.98586,              0.8308,            0.016501,           0.0087109,          0.00037818,            0.000397,            0.000397,            0.000397
                 487,            0.025316,            0.026339,          0.00095622,             0.91151,             0.96559,             0.98594,             0.83064,            0.016491,           0.0087073,          0.00037227,           0.0003772,           0.0003772,           0.0003772
                 488,            0.023111,            0.015307,           0.0011136,             0.94674,             0.92667,             0.98592,             0.83005,            0.016433,           0.0086972,          0.00036873,           0.0003574,           0.0003574,           0.0003574
                 489,            0.027126,            0.012934,           0.0026024,             0.94697,              0.9275,             0.98576,             0.82787,            0.016417,           0.0086974,          0.00036884,           0.0003376,           0.0003376,           0.0003376
                 490,            0.025038,             0.01747,          0.00084806,             0.91863,             0.95257,             0.98563,             0.82649,            0.016371,           0.0086893,          0.00036336,           0.0003178,           0.0003178,           0.0003178
                 491,            0.021984,            0.014106,           0.0009687,             0.91552,             0.96106,             0.98576,             0.82862,             0.01635,           0.0086844,          0.00036073,            0.000298,            0.000298,            0.000298
                 492,            0.024136,            0.020477,           0.0013515,             0.96511,             0.91068,              0.9857,             0.82949,            0.016357,           0.0086862,          0.00035543,           0.0002782,           0.0002782,           0.0002782
                 493,            0.026706,            0.019047,           0.0029603,             0.96846,              0.9096,             0.98577,             0.83365,            0.016327,           0.0086753,          0.00035167,           0.0002584,           0.0002584,           0.0002584
                 494,            0.023606,            0.016343,          0.00078198,             0.96718,              0.9107,              0.9858,             0.83069,            0.016344,           0.0086673,          0.00035209,           0.0002386,           0.0002386,           0.0002386
                 495,            0.024976,            0.016892,          0.00078926,             0.96897,             0.91068,              0.9858,             0.83307,            0.016363,           0.0086617,          0.00035259,           0.0002188,           0.0002188,           0.0002188
                 496,            0.026588,            0.017853,          0.00089603,             0.91337,             0.96415,             0.98553,             0.83459,            0.016324,           0.0086539,          0.00035273,            0.000199,            0.000199,            0.000199
                 497,            0.024177,            0.018927,           0.0008075,             0.91193,             0.96824,             0.98565,             0.83108,            0.016294,           0.0086527,          0.00035156,           0.0001792,           0.0001792,           0.0001792
                 498,            0.023836,            0.017395,          0.00098514,             0.91372,             0.96399,             0.98565,              0.8281,            0.016336,           0.0086666,          0.00035049,           0.0001594,           0.0001594,           0.0001594
                 499,            0.024065,            0.016753,           0.0013331,             0.90869,             0.96668,              0.9857,             0.82559,            0.016363,           0.0086695,          0.00035097,           0.0001396,           0.0001396,           0.0001396
